"label","image","item-count","item-key"
"ride_1.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_1.png","0","ride_1.png"
"ride_2.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_2.png","0","ride_2.png"
"ride_3.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_3.png","0","ride_3.png"
"ride_4.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_4.png","0","ride_4.png"
"ride_5.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_5.png","0","ride_5.png"
"ride_6.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_6.png","0","ride_6.png"
"ride_7.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_7.png","0","ride_7.png"
"ride_8.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_8.png","0","ride_8.png"
"ride_9.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_9.png","0","ride_9.png"
"ride_10.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_10.png","0","ride_10.png"
"ride_11.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_11.png","0","ride_11.png"
"ride_12.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_12.png","0","ride_12.png"
"ride_13.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_13.png","0","ride_13.png"
"ride_14.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_14.png","0","ride_14.png"
"ride_15.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_15.png","0","ride_15.png"
"ride_16.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_16.png","0","ride_16.png"
"ride_17.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_17.png","0","ride_17.png"
"ride_18.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_18.png","0","ride_18.png"
"ride_19.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_19.png","0","ride_19.png"
"ride_20.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_20.png","0","ride_20.png"
"ride_21.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_21.png","0","ride_21.png"
"ride_22.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_22.png","0","ride_22.png"
"ride_23.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_23.png","0","ride_23.png"
"ride_24.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_24.png","0","ride_24.png"
"ride_25.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_25.png","0","ride_25.png"
"ride_26.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_26.png","0","ride_26.png"
"ride_27.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_27.png","0","ride_27.png"
"ride_28.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_28.png","0","ride_28.png"
"ride_29.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_29.png","0","ride_29.png"
"ride_30.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_30.png","0","ride_30.png"
"ride_31.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_31.png","0","ride_31.png"
"ride_32.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_32.png","0","ride_32.png"
"ride_33.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_33.png","0","ride_33.png"
"ride_34.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_34.png","0","ride_34.png"
"ride_35.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_35.png","0","ride_35.png"
"ride_36.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_36.png","0","ride_36.png"
"ride_back.png","https://oscarechobravo.github.io/mealdealv1_cards/cards/ride/ride_back.png","0","ride_back.png"
